code,verified,ledger_events,account_sha256,ledger_sha256,input_sha256,feature_sha256,feature_metadata_sha256,action_sha256,resolved_actions_sha256,original_actions_sha256,action_source,action_status,source_action_count,ledger_action_count,action_evidence_count,action_evidence_sha256,action_snapshot_manifest_sha256,response_sha256,replay_cash,replay_shares,replay_fees,replay_cash_dividends,max_event_cash_error,max_event_share_error
000540,True,372,443d93ab721a9098d2304333b9fa30990cbdc00765a7e083347189b77b985a48,bc2a0648377ba450a730b418a0460769bd938af9d1e8f7c47c55c34343a0380c,cca98f6a5742f5cb03f80d023f880bbcbf2023c6b3fa0b61749aa8292500f116,847707ddb1f5c351e661804efc40d006de0aa82206fbbb04610fd7cd51e775ad,f7218122ee7707cbfe410d7e95aa37194ed1a2f6fa6ab73d76c1d1b3726c9140,78cf39bca60d42c6a11765e827ff296544d0577bf028f6eca1ed5272d411a6f7,8f3c5824a801a3312f84fbcba08f1553b8c631f18b153dcf61d52b59ae27f2fb,c1a960c6a279ad05a2f2bc34ff1bff65c43b06fbe2648bf60fac0cf44c977c4c,sina_primary,ok,16,3,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,679e7e124892e4a5cbbcb377f937151358104e2ce5afd07c5e5c15af6efef605,14a7b00cdc3ea0c0528f7e568da1e43f65f97297cc304567ad15de68f6db8cac,687195.2190466177,0.0,52677.90167338497,4971.35697,0.0,0.0
000541,True,421,8106b827aae29da921f4c397d6aa9d04ec40fe71cf16ad003cf79509dc912ac5,b35d8a7c4b636e07fbf1d8367c094e12f8a19bf56d2e927bf7bf83c87d41ebaa,85640194cf4a6c7923f821e81a0b0be99e5d63e2281fe9f975952d9a40d45fdf,a827816f013a3166456beed133f2ddbc9154f6e0d578018c1a8f75b11dc3d416,cd9b835ac94200a20d6a73fb8f3da069562cb785100dc2cd48e808d80c7e8d41,fd1ec70a593421a0e912b68bcbe55cc389fd7213a8da762a69b86e1ca48df4e6,cc407d2e187a3bed5243bef01ad99cb3c491df876bcf2687f775bdddcbc8a2d5,b0c949a58da6aeecb547464f9d5a9df2a7190a08e15a413a88125b07a8dc00e0,sina_primary,ok,34,10,1,d4c1632d914571a9a649bc96117f5627a459623cad4ac99b038341f2ad597181,679e7e124892e4a5cbbcb377f937151358104e2ce5afd07c5e5c15af6efef605,662729bce10a401741c83511fd8fa0b478f887abeae61e5b57b46ec78dfecc22,887186.7963150913,0.0,89224.49218491501,2880.0,0.0,0.0
000542,True,0,7d7667c0353b3dc57a7324d3d2bc12c03ac3969d753154e352fec90d78b19ab6,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,84288871e5e22e9ee8edb33729cf8784989e88a4534f95403175c67555efbef9,ed10b6bda3170276d1db10e454b465aa442ce5e16f33e63f9be15576337f1799,0622471a0ad22ea0867f6ea31dad1c700f535dade1a038f2bdc02d7e694c0120,84288871e5e22e9ee8edb33729cf8784989e88a4534f95403175c67555efbef9,dce961b30e91106f412f3567665990bb8ff1d8a2d0311b84ffcaea7dad5ee925,069a23b8f68a9f9040d40970ed1a47f336084c995d84dc26fd24c00ddaa9eaf2,sina_primary,ok,5,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,679e7e124892e4a5cbbcb377f937151358104e2ce5afd07c5e5c15af6efef605,f37872b12cb5e9d07cdfb4f34522877d06f351bf14824e472b26750802120003,1000000.0,0.0,0.0,0.0,0.0,0.0
000543,True,518,8585e01af6e6c29b61a80afb481f2de963d7704cb7eef052cdb174ac3f5920e1,d5e26005e848480d6a62bf6449023dab4912dde061424ec5281f64f873acced2,de6cc8efd1f207cb5527f79376662e5496a91bbf6241f2e013bee84bae349bbc,96c66e89fe96456f37dd44a1fdf242c779604dcd1a3f4da2807ae006758be110,499a815ba90b047b9aa6629c1bfc7890100d30f3b62eacbb785da564a6706061,4547beeb9029291f583f5c0f18802a98930b632d34dfc8ad5608dbf2c2c037b0,a96addc54d1a93387e5879d4b56d2340b5b252cc9c01303bbc68f732fe7f0107,d8b37d2e963412f47580415387c10b6c7cec89e0f9f41e6695b162d2ff70d07c,sina_primary,ok,29,9,2,f4bed7cfd21661c3e91a7423338ff256a44b0997acf0202ec21b040ba9ab1658,679e7e124892e4a5cbbcb377f937151358104e2ce5afd07c5e5c15af6efef605,66bd92706a96f288ee6f0404bb7f64550954e0bb46e9f35032ba2f53aea70fe9,901682.0890736721,0.0,88028.1074263351,4704.4,0.0,0.0
000544,True,455,8398af945be35393fa2b6e8a17e246295deb4a6d6e9be28072f920ca60062155,4b87f75aef16a66a8beaa2ef73713238485026957eb785054cfc152a043afffe,cb615bc113838b673046ca3871101f65ef984c07841bce89d855418ed69c2f7c,c971b9d8c7ec9dfad85b05c4c8057db9083c85a39fa11b8b4099afacbc65bcd8,52e5a633e5a70e9ed7597d1c81f051062c4c1f7acf52afc07fcde7ce999a22d7,bf115876d11ba82c5077e34802858394897f76f2a895559a00a74e92103d2720,4dbf980eeda0c68b070b6eeb35c65664348a7890c1b741d425e26a1fa4fbe529,fec3645a1187e7108015458d044eb34ea55a7fbf8bba00f482f819ab998a1482,sina_primary,ok,17,10,1,312e695a52fe41083d4581f42d7f608dad6f72f5ddc7969ed5fec66fb6c6cc08,679e7e124892e4a5cbbcb377f937151358104e2ce5afd07c5e5c15af6efef605,dcde5ec95762e112674dfd7264807425b2ed4eb0e8b954108fe2d3bacb4b59a0,780927.6695567195,0.0,71001.112943285,5745.0,0.0,0.0
000545,True,409,068da3dd995ac2027056dbc409025d7601d08bcf3b944a47fdce795bc4a8f0ac,2c10f0a700ee0723c332f86e4f513418d0f247033c041b4b21211823bee24b49,c15da110f7ddcb54376792e9c080d06e8e555e63dcbcebd3f8314a10af10394c,c84ce3badb02c778bfceb211ad8d63f0e9b293e91aa2acf76f1ee4e818cf7798,5cdf8215995f850ab5aef1996fdb637a1e06238514cd4b53c4f0881f2bf2bc24,243a1d36e3d04ab288745506f55f83f64536a8515c01a5bb2b7caa12b675f9d1,6edbc1ecba3021d19e70c98a4c4c4bca5267ea3d94abeca2d81af4bf93b93b4a,3f427f4175bf504389440940f12e3ad83b4b53412057be7fb2dd99e36db3de29,sina_primary,ok,10,3,1,c3d97c0d20b17b11e69af97734b35b18f21ee922c6f2b3c00da2a9135ab183f5,679e7e124892e4a5cbbcb377f937151358104e2ce5afd07c5e5c15af6efef605,5014d5a09622c061ef682d82149e8bae612fc3bbab0a2396f83cd9a2b8e6f436,839414.2939811555,0.0,57391.06951885,5740.0,0.0,0.0
000546,True,670,9a4c4c600fc38c84868634b5598bb47d5d983b8e9322300c2ba8afec0ec4f273,9c84fb58b897ab84021485c87f9b36d9e02b24b839c37620af9d4acf7333a539,c9c8c5d0034bd1579f167f30206a1915d68642fd0806b9939295753aecb71368,7abd65c3ca08ec3f55bf68efa7d358a5bd5e2256a6500cd7554e9b584c24c0fc,28c10f7986b40a779b6babcfc3e2d0135cd012eac344d0a45bfd6f1344efc991,8b0ac7dfa580d3fbe3ad31578d5d7ecb8b1a9d2a8a459842b707c1812e508bb4,bf6ba06aafd63453bbb48ce0f20eece185f9edb1cb21e72ec35cf6e1ff0cd9bf,9301c5f28e3027544846e534117d8adb5c4161eec278c641b83b3b6a46f8d61a,sina_primary,ok,8,6,1,ae0d932784ad4793c56e4bd38a131cbcadf2f5676e96e9401e6f581ee1a97bbf,679e7e124892e4a5cbbcb377f937151358104e2ce5afd07c5e5c15af6efef605,5f8c086335d8be5751a623af9d4f19bb878153eb8d1c9ea7248fc4e6026c4d6a,850499.0555446212,0.0,88185.65045538502,1125.0,0.0,0.0
000547,True,467,3759db75877d73ac9abb577cc1d75e2d74b58a10c86116cad1c785cbe4188fd2,2e9d151e38106c1e67fa5ae5f283970884d767b456bf5d7a0114cff302f449ab,9364f07ffc0e8ac7f50a1cf4bcb94b5b2b8d21776fb17667903306c9d3423553,d893610944a6f8d0af3d617a24126fdf97ae423a795ea2d6b2ca02a72becbf03,283c6c0ad9dec632d9e4c8642f6ba37dbdb742481d31f90794ba2544d3acd2ef,45d7de82090c7c4ed341d1e81ebc2d1da11fcbf5547ec281bee41c553499de42,9d77c593c6c838028ff585cba77d0c563a542da2ae1e029c657c951ae222928a,0c36277bd7fb90c964f9fe632b785c4ca50376058712430d71b269b93a8276eb,sina_primary,ok,17,6,3,5b9e0520a31a092e3b20e667a559ff3a4606253952d2e1cc0d4369241643805a,679e7e124892e4a5cbbcb377f937151358104e2ce5afd07c5e5c15af6efef605,beddee69e8fb5119defbb2eefb06bf70da015088d5375d2ff3a7bdaa1feb9042,810704.0137859433,0.0,54874.138714060005,535.5,0.0,0.0
000548,True,342,3c30af1067e9fafe770990c743711d9fbe29d97fcbf7c0d614e5701c40b494c1,cf0b5b3b18835af20b312c537ee002607ed104c25d4fa4646010c0c0a2f897c8,e47c58bfc5e65147bec30fa38bb863b129235039ab39f0d234fd1f67a237873b,bc6ae1136b1515a6cf3e3114db81e8ff00051fb471e9623a3488c8fad955b20f,aea54c1fbfd21f628da1c1d9f4e5fd7492ef473a393081a69615db2c378b4699,7bdb96b57f643446856741895b5f87cb406998ece0f29a1257e3450c1feb3ff9,8873079af756bee3c406d76c258c1b2a928b3949808a27909e5434308553a4a5,ee3dc07ed344d420bfd01e2b0590f24e5a1b069bb34ee74c279c6d62247ee220,sina_primary,ok,20,9,1,52a14fce6f803cbe05b330c8ccf8de86b816d092308cd71eb9bb6186e152e172,679e7e124892e4a5cbbcb377f937151358104e2ce5afd07c5e5c15af6efef605,2130526c64de2a0803df8f31e7e7a1a82d6ba3fc3d83c94e4f83aa98107179c5,925713.1816071491,0.0,65427.09839285498,0.0,0.0,0.0
000549,True,0,0d17460a05367b4e69c84df4a1fd67638a0e2e4481401a23a24cdcc3eeeb11bf,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,3f706d3a2d86931e7859f2808c59cd3ccf35e3720d466d24338fee9691e13330,ed10b6bda3170276d1db10e454b465aa442ce5e16f33e63f9be15576337f1799,525c0edcf0e6bf1bc4447ac5e7bc489f835aa0099ed870bed4353b8a17a7ed34,3f706d3a2d86931e7859f2808c59cd3ccf35e3720d466d24338fee9691e13330,bcaddcdfce204c606e11368af97b0a860aca69cfa6728b5de731aa66fed3db89,704b382788a803cda57a7f5a761590d6847082d1753431b973da63e24ffc8507,sina_primary,ok,10,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,679e7e124892e4a5cbbcb377f937151358104e2ce5afd07c5e5c15af6efef605,593921c9f852e9cfcecc14e5c2865e38f3580523030fd9d1f2644c56e82718fa,1000000.0,0.0,0.0,0.0,0.0,0.0
000550,True,683,2d379f42e9ef0c46294f42f24fc04b8f3309dd16eba442828182f56eb22f4b44,1eba27432e7027f5631d6e4d3a9858cf4c77b6d48b26ef63ba4478e46cccd5ea,604fcd954af6347b8d4820329581c514daa1be6b514b7d3d109cb6a81a9dc3a9,12093e5dc8aa0a73d1099de38004434401be8b77116046271be79e8b5da0c932,a864563d51aff51b7de303d47ffb33605935f70bdf916d61b2509460f437d0e1,bff35e421fcff9885fca3b25842fd94c35613d94b877afee8ceeac937654012a,21fe6cf104ab01791779694eaccb833496b06722acf7293b17ecd47d431a386a,bbe51ca8e381f0c307906823269f6905ade4fefa380159992d7c2578d1d2efd7,sina_primary,ok,28,11,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,679e7e124892e4a5cbbcb377f937151358104e2ce5afd07c5e5c15af6efef605,8aa1fab37aa4ff473d9a94e02b2b30693237a1e67ca88648dae01552512be4c4,971631.0088965727,0.0,81325.37160343499,49723.016,0.0,0.0
000551,True,359,0e0c2568edb7f100a123d6b9e40d85dbda9d39b73873cd298690586a663ab322,91929ff4fe9c721f932efbd853e8e45a8153a0ea92bea9bd840e4c140ae2ec4a,b3540775137feceee528c2edb349773da9a8a9f989b5ca4eccbd89ae606c8275,94f71db6c006c6354469a54d56e2bc586e3fc30dfbf4d70efac7311bd61c195c,e7402859d6e00911bd8b7108304f73a2854f1e8ce8256f7c3edc8b6c1beb21af,8135a7d28153d35191bb87deceac3ce85b41e940716384b1067c1bc91f4496f8,71fd4934854513e4b2027a22e63839ce7d9ffdf22beb17a6da0a2df3b9b3df9e,0ea4fca7b151e3c094684f79150c977241a9729fca129796c6f027fec6396bfe,sina_primary,ok,21,6,1,1557993a942b67c190e414d87cdd8e6e2d32eb40a74754f3900efc2e969cc6f9,679e7e124892e4a5cbbcb377f937151358104e2ce5afd07c5e5c15af6efef605,73a5b30b430f7a6ecc3ae202256a90beab0c5c202a41c7ef6da78d73b5811496,932120.2439026688,0.0,49264.571597335016,0.0,0.0,0.0
000552,True,387,354bac8928d3c42d29e7bdc28550c23fd69511b638f38257c4902c8b6247dd41,eb4c2f1e86dcbd7b668b49c08f131c9edf8f59f692de5d9f4c406d73472c1768,fa94109b17e702a99333c467bfcece0048dbad88091ad1ffc1759dc996a5c083,e4cfeb45255cc26f1b9700039073ea870a5416e2f306068abe808d88c7959646,73a48e2b88ac7af8dea5e03ffb49c6a1b1c26086694131bed49d0972831e3e0e,793307916e2d8e30fd912ea72074bb7ae6626a97fd59f26b7468823d72d8844b,9af432ae8156545c36ececb8b806ba07c230ec6d83a6bfb302d663e2a2f5d805,a7a3c557fd4b747e4b7a511d3954befccb257619a9aa883163819ef53e356db2,sina_primary,ok,21,10,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,679e7e124892e4a5cbbcb377f937151358104e2ce5afd07c5e5c15af6efef605,0647f31cce1df4988b7ca72006e60091ed93dea729df26054f9218da1691fd8c,915624.7676132255,0.0,65902.66176677997,9909.99288,0.0,0.0
000553,True,473,953bc581270527f332f13cf52a43f3cb7630f1b72c9e7d7b8cd8ed1aac22b234,e5328367217eb0401689138d285c74f030049ce5b0c7997cd6b29f3379d52f2e,cc36461d15f0d05f3cf6f356a9a328a72eacba351ea3a93e5c8ea0f22931d3f2,bc01e7c0a761d52dab3db5a4ff0ba47b29396e8e64477758199d9cec14afd7da,2a14430acc5ebb3cf2bb91d821586c1b77b74baf4eec8b66b3bcb894778e159f,788229a58c9e3ee9a89ec42a48cb1a4a3a97fc35f842045d64d09ead186f762f,4bce2782a4fb68972c99878417ceb03c832bc7d5a9fb09c9f7f2559c889c4d58,a4f137beb9aed891a89ee34fb40c956bdb10bb4705b479544a4d167d263db00e,sina_primary,ok,18,7,2,447654449a9474b7b6f42db1d81df8625540e6baea5e610851a597fb1d86f09e,679e7e124892e4a5cbbcb377f937151358104e2ce5afd07c5e5c15af6efef605,a87f0319d5299d3b20c12e714ef935248d46af8acf55a74a23126dfec24f80ec,785106.6752079898,0.0,75616.94579201509,0.0,0.0,0.0
000554,True,364,c0d90e97409a83984796ce23ce7a1e8aa7142cf17092acfd4a844286fc40279c,426aadbabe2bf7d0aece84f2f12d9d2f74c3fd22f372a2fd50dd43d03fc25a2a,51081862c8ac260bb83c5e81be27f430c3c16e311aaaee488dc5990f8fae2335,f314364036195224effca3c54897cd8c8328704957a8d24aeb7cb9eb7b1d4ec0,6de7bf39d39a4fb10147ad9caaa15b805118a4348c90924cde1bb6c203ee3041,6cd2d1cc13440d4d6e685f5425d1abab12c5888e216605f62b3349d7e12f8ff2,eedf8d34598bd32658a744c1feee551e0118217f4fc4f3f036ad51e04900f4c1,31a1bb00d511c8577d478f6c242d6ce9c49cc02ab0aef4689b1e7117d7b09949,sina_primary,ok,20,8,1,9b765bcc603d373aaff7b167745b5a6d153d3d6d7390599cdf0c63036c67b0cf,679e7e124892e4a5cbbcb377f937151358104e2ce5afd07c5e5c15af6efef605,dff275d41e8e656c24eeec9186acfdd71750e490072c76122c1c3a96ef89c2d4,926942.6549679831,0.0,54981.00203202,4653.799999999999,0.0,0.0
000555,True,460,32b3a856276012e2d25bdd1a597d6996da132d64d4e35baf71ba5be357fc1663,48ff85b7677b46801692e1a6f48997366b074809cd1921dab1a591548ab9a0bc,4bda5f7ada45ebd0dd2a2ba94052dd47add4cc402b9e1f73871e22d97a5d058c,d16bad3427932b69ea07841b35f465be529de8b740a61535b1f9b59aa765341e,9b3c6e879f4159ff19bc651e8749451b90a7f7124c6f96f3c836d1169fc4aec1,7a53b31ec83baaba97672e6e8e46dd9469f699ac2d7169cb7665bd127a6032a5,7774142ca3d0ec04364e77e7fa4700cd609f81babf5fbd6bb033781985d40539,692352932d3cead6459037e5488a4ff863643a96f7c402264ca77a62bd62d00c,sina_primary,ok,14,9,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,679e7e124892e4a5cbbcb377f937151358104e2ce5afd07c5e5c15af6efef605,1e8a7b366d52c4ab1572c49f70fa476ba025e25fcd1f501b10bd6e135b48f810,802453.7745173038,0.0,51145.98722270006,579.9577400000001,0.0,0.0
000556,True,0,fd7a4b97d1643dd239bdc1c32bcf9208e9ac6fc87d7964aebf829219107c84d7,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,3832eda1eade09c6c5e63957ea9f02854dedba0cef7eca4eb78d66b1f9c3e7d0,ed10b6bda3170276d1db10e454b465aa442ce5e16f33e63f9be15576337f1799,33becf712245846a4528b44f23cca737fdb9493bc207881dbe23554eecf70353,3832eda1eade09c6c5e63957ea9f02854dedba0cef7eca4eb78d66b1f9c3e7d0,e607b340c95cde44141d5b55d88769ab29ef0bf8c32815a8ce48db20219649ab,05cc6f717b0a61bf998095921d8aaa354b1979d3804bb605b7109a119e4fb365,sina_primary,ok,4,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,679e7e124892e4a5cbbcb377f937151358104e2ce5afd07c5e5c15af6efef605,dabd96a2a69e1bb154a94ae9a8c30761f82cd2807a3ce8b6058db82a82032694,1000000.0,0.0,0.0,0.0,0.0,0.0
000557,True,517,1ac312f8085cd556a09c48883d0b6546c3ecc62c617adf193c91fd0da7d5aefe,d99efcb6e7f6539257d87a6e799277078e707af1cae642790093ef52e613615f,e86c3b55c23150a213c20f8e2c153513c27b99dbb02870904eff33c794d8aad3,99a414b9d295b109dfb98d5615c2fab2b2775b70abdfed4861b7cb7fdd662a43,802bddcadc021f598238ad02a49aa0e9fc0045aaf211f33bb5a79b829b8adf8f,53d1a0875fda8f51965b202eec66cce9f427a46b32987a73d1530f8aa9ad5ff9,30d51a2f49906f3cae6e9d00b0205df0618430b59bb2cc3807090fd61c82136f,1f1927b919a3bbc02c3197e5db1eeaf3e3cad87dcee87d25e372c5a1f853b572,eastmoney_datacenter,ok,2,2,5,9b986c2ac7ad61f453ef8202a54026df73fabdf8f5af662bf0a7dea31a9d357d,679e7e124892e4a5cbbcb377f937151358104e2ce5afd07c5e5c15af6efef605,32bc974a10090089d1140e9beba0afeba3c49d369b7477e424030d3d5824db16,771986.4397609899,0.0,76695.35373901502,0.0,0.0,0.0
000558,True,597,163e7981de2681b46078ca9409e6b792906eb2b60f99e1168c35df842e85959e,04715caadfdb17a7c9159804fb1bb5d3e5ba36eb220121ca878ad65dfc2e40c0,53c20009a8a7b17efdec5765b4623a670dab5b63576fc394d6f4c0866f3e86b3,a40808751eac2df8aebb2f807290fcd6422404075fe12d8be7fc9f3d694704db,1a6fb80282b78244fa141df4015357168c58979d706bcf14c7a72eae023a1258,d65a5367c445926ecb867da7a10ab9426bbd8df452c8cf7127433b4979a66178,bd91406befa1c4237d5921795abebc8fa8feaf3178157ec409cb634f4b996195,41366dcabc458c47e7f516e305dffefbd65987efa90782269668e77273cf4b40,sina_primary,ok,8,1,1,2f86425449d9ba156464cd86d3e6d5b95f9b617c2e274eb647db9fab7848a7dd,679e7e124892e4a5cbbcb377f937151358104e2ce5afd07c5e5c15af6efef605,53fb03397008c7646d7e436540406f7573558a86241deb925fa9c6cd26492d4b,813195.519794985,0.0,65808.35920501992,0.0,0.0,0.0
000559,True,399,3980736bde4cf4a298e8c480f53f3a680e96132e9b41bb50f6e318403c433363,32f8c7685ecad5d2c14e1c3811017b0a0dada54d4e733c747c5cc4ff86cd9bbb,019d445cf7ab3419855ec6830fec7ed519243a21961a7290d9178729695cdb2e,a6abdcdf19bcc83639c1382e9a81fb06474601680dabb2833fce6279ea1b4c94,a37beafe2f511df21dec56f22869c3c14024d02547d44f0c05d60a130520ce07,ce2a3b1722578cc04b6578a0f26f33081cea1d63e92b3fc689cca0f67de3bd74,04b9dd636b9897b31e7130f781efcd309e9898ac2a8b76894bdaad65f315125a,0089b51680436f8a55f256c11770c38ba07f19b5149cc93feeb3fa95416d9828,sina_primary,ok,32,10,3,b2e233f1b12168c5f63636479a8e6fb72cad1c91514b4a11b61f3d7a5b7e2f78,679e7e124892e4a5cbbcb377f937151358104e2ce5afd07c5e5c15af6efef605,f44824fa9d64515005f74dad6e71e17d0f8d095e4743327a6877d8b51f5a5117,985426.491307766,0.0,76416.99019224,3276.0,0.0,0.0
000560,True,658,06f5551152e71a135ea93d103ca3a22ab19a5157482ea2404e5b8a608943f0a9,6e679b3bb38de751939285b3e43d21d7de8d0d8374802e5e1932aee27bf3f3c5,1ffae305d6609ce6bcd4b52046d2e044b4fa31450080ac3ee41cadb97d1433a5,e544a9e3fb3f701f033547edd41a0bc7f93c906cee3d7be1a959a74642f2c86f,f6dbd8d33ab4c247344d591c73401a19328519d6071980ab25b94f332492c948,a6df8c8626bf39bec7bfca4a8f72da5194a36d61723f2f438b0d014c3bf656ff,ac74cd01f5223b9ecb517ac9fd0a79f522a86e6fcbb2178590e982212b5f67d0,7a5593d4ecb8b0be926827aafc2e64f5c6ff7627221bbac8597d435fccc106a8,sina_primary,ok,16,7,1,882003487fd39223d9154bee375b9a2d127eba62152b0f9cf5b5b735a8d63d21,679e7e124892e4a5cbbcb377f937151358104e2ce5afd07c5e5c15af6efef605,3f48db9305b631a8ae1f11aa08cb076492da12219e77ec30d384a8be2217f310,864953.6077504999,0.0,83925.36184950707,3485.3999999999996,0.0,0.0
000561,True,362,a3c59c9a1f1e70d930f87175efd06662dd430756a5f4de7943c22bc4f3c149b7,55b1899fe3b58a60357e9279adb0bffb1c9909b1858a43c3c34851af2a93d159,a41d0ec05bdeaea6b6fcdf25b9f5ab7ec092f1cebde9f554e51a29246117a813,a705da385403e6f05c4c997a3c9f9663cc1e31d33e1f3423bad49ef97b7c3209,636277177ed9f79ae7807761ecfabf4721db970e73acb9f91de24f846f40f01e,9880d75e9e1203eaf8c93d9ca2545dacda9374535395de946ad2be474abab4b2,9533a4359268d0883a2d6ce798216a4108c412e736790fff0e7ed84a34e9d604,4ce668ddb43e8e06ac205beb01f3ddc714cf9bbb246316dde4673ef729fe27d4,sina_primary,ok,6,1,2,89102c1cd5c5760c65d1a9603efa45a548550843654b76bf9223339275bf7b8e,679e7e124892e4a5cbbcb377f937151358104e2ce5afd07c5e5c15af6efef605,c12891c47be8e857d0add64db898a2994bf552d36d67a2ac8cafe5237fa77ab6,712550.3189559081,0.0,44214.39654409498,0.0,0.0,0.0
000562,True,0,1465e78bfdb8cd8b5ac3c9e3726a184274b5a2a913de40c64e51504801f5a3d3,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,38f01b936fb207ef9a31b2cf89a23a2638334d770cfd141deb8daecbf0b4cb7e,ed10b6bda3170276d1db10e454b465aa442ce5e16f33e63f9be15576337f1799,82e1fa8dddbfa0e8c24fc20ee0131a9913e905e54474f6180cdf1f485cec46e1,38f01b936fb207ef9a31b2cf89a23a2638334d770cfd141deb8daecbf0b4cb7e,b64881f2c342d6c2210a06b5ea043977dd526e2a3fb56c346368212385b32171,6ab67f78ff328529bdf494e12dc59f78ccea1bcf5096a4af20f912828408ab4c,sina_primary,ok,14,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,679e7e124892e4a5cbbcb377f937151358104e2ce5afd07c5e5c15af6efef605,b31f27569623965f4b2a1f2fda6fa17ad2995850a14a85c9b1c87f390caceb66,1000000.0,0.0,0.0,0.0,0.0,0.0
000563,True,14,1088c97947dc2bf677b9243ece9490095373e62a6975ea70305af882d7aa2852,ad31b35bc63a0241203dd61020bb215315c94709826b33dc4cfee202be6038ed,fc2b40d0205357212829e6098c76ea0c65fce7a134b6b64bb75f718a8f73cea2,a059fc6a0898c204fe9f351474668c1a856408ee7f15687f0eea0b63e8daf69f,255562efa38d795bebbd876217e25d23d983038b7cc486457209f97ab851b818,8732b6353aa099861ea94bb29cb5bfdab3cb056bf3f538ca2c3d7a28d754ea0f,ec22e2295c8defaa365b4a46dddfbcca72e608ae6534cd650d2efea51d787afc,baa76116b50d23611755403f9cc133e9b188ed55d5b731b8c55126d5b117c8b7,sina_primary,ok,31,14,2,ffdc63d4c6c81858b0c491f097a6ffbf560f9c87ab7d9046b2ce6dda2272c104,679e7e124892e4a5cbbcb377f937151358104e2ce5afd07c5e5c15af6efef605,69b7a3dcf085cb43d7a4a2bba1b44d41df672d0884ff54a08eb1dc9ded4d4f7a,1000000.0,0.0,0.0,0.0,0.0,0.0
000564,True,370,b6dd5f69a0659f4c5974e5cb6d60a2d6c1458113fc9334d5aba0d58213885dca,8f1b86a6dbb773e8f31c597a729d407d312462fc798466b68169eccc17a2f2e8,8d243e3776efe62eec1fd5b4d56df54034bf0e9ed3a44ee8b8afb6799fd32eac,13ad73c340a80040d0d174dc83e6a519902e96ff7a100d193e42edaab044a052,818d86bb56a5df0a7fd25ff27bc4b8e70d5039b2f1fc510d9715972aac44fad5,f83992f6d1471999632c7b6859216f72325ad24360662a1b4612ac49cd90aed9,401ed25968f673808e39173e1a09797a4d1ec92f6d08b96c9500f986068bb7a6,0148d8062b6c3c66f6d26c475b2f261180d968e523e4180fb4cb3d07d54a9422,sina_primary,ok,19,3,3,7cf2b2f3733ef322e528d63f0c695fdd8985a1e0ba623899c9e668fccbfd4a0f,679e7e124892e4a5cbbcb377f937151358104e2ce5afd07c5e5c15af6efef605,0a6029cc97349749ac7357fb7fe3481a0fe83127bbef079dcbae97adfbc976e3,724471.9868923925,0.0,43311.93060761001,1476.1999999999998,0.0,0.0
000565,True,333,43a90f0dbdf110bf65bab1a59109c9ab12fa14be8531c0a9acd10d57b93d1519,857b0825d1c175c23b3a0c1bc0aa43070813f21a26ec6868cdf601c4477067df,f551ef592257885b6b8490c1196ec90ae87acde5aa5073fb7f7fd809d9f1ca39,9176ebf394528dceeb4f8251bc975e0954597091abaf62aeca4ab81241e7d474,127ef8bd8007cfc09c0d55f0f926a9c7dacf45be05aeca96bfc449adb05dfba2,c5bb5844f43bf61125be1d241b43d5e0ce3a5ac31717b7e135a7c2ffa5942e84,0ddacb6e74d66c2aa42e730673b5f52dc206a2a4342b041d963480f6128a2585,7ed0a46ea1569f85f6fef2bb892b8b89513d04f210a3bdd43b3c05160c32ce49,sina_primary,ok,21,11,2,56394b6c9695381ed06ce50f00bbda3aeb33bd9229b42705cbc99c4c6de853f2,679e7e124892e4a5cbbcb377f937151358104e2ce5afd07c5e5c15af6efef605,605f2ca9251a92acdbbccb5ee046f8aaf133956dbc180dd6358919306d6433d2,905451.5471263775,0.0,43478.45687362504,898.5,0.0,0.0
